jugador_entra,jugador_sale,minuto,equipo,cod_acta
"OTERO MATEOS, PABLO","DOSUNA SOUTO, BRAIS",64,S.D. CACHEIRAS,1187161
"PARRADO ROMERO, CARLOS","VAZQUEZ NOVAS, MANUEL",46,C.F. CIRE DE MELIDE,1187162
"SESTO MOSQUERA, ANXO","LOPEZ LOPEZ, ADRIAN",68,C.F. CIRE DE MELIDE,1187162
"RIVADULLA FOCIÑOS, MARCOS","PEREIRO SANCHEZ, DAVID",79,C.F. CIRE DE MELIDE,1187162
"RODRIGUEZ RODRIGUEZ, JACOBO","GARCIA LOPEZ, ALEJANDRO",83,C.F. CIRE DE MELIDE,1187162
"PICANS REY, HUGO","ESPIÑO RODRIGUEZ, AARON",46,C.F. SILLEDA,1187162
"JAR PENIDO, ALVARO","SUAREZ PEON, DIEGO",69,C.F. SILLEDA,1187162
"FERREIRO ESPANTOSO, DIEGO","FERNÁNDEZ GARCÍA, RUBÉN",73,C.F. SILLEDA,1187162
"CURINI RODRÍGUEZ, ROBERTO","CALVIÑO PEREZ, ANXO",85,C.F. SILLEDA,1187162
"QUINTÁ GARCÍA, DAVID","LAMAZARES CASERO, ALBERTO",35,RODEIRO C.F.,1187163
"LÓPEZ MÉNDEZ, MARCOS","ROMERO MONTOUTO, PABLO",63,RODEIRO C.F.,1187163
"CASTRO DOMINGUEZ, FRANCISCO","RODRIGUEZ VAZQUEZ, CARLOS",46,LAMELA C.F.,1187163
"AGUIAR RODRIGUEZ, JULIAN","ABONJO BOUZAS, ALEJANDRO",52,LAMELA C.F.,1187163
"GARCIA CARRERA, MANUEL","LUGO PADIN, ESTEBAN",52,LAMELA C.F.,1187163
"PORTELA RIVAS, XIAO","ESPIÑO CUIÑA, LOIS",65,LAMELA C.F.,1187163
"GOMEZ SANTISO, ALEJANDRO","CUIÑA IGLESIAS, DANIEL",67,LAMELA C.F.,1187163
"OTERO UZAL, DANIEL","MIGUEZ REY, MICHAEL",61,S.D.C. RECESENDE,1187164
"NOYA GOMEZ, DANIEL","NUÑEZ BARRAL, DAVID",61,S.D.C. RECESENDE,1187164
"VILAS CONSTANTINO, BORJA","MOIMENTA MOHAMMED, MIGUEL",67,S.D.C. RECESENDE,1187164
"GARCIA DURAN, RUBEN","CALVO CUTRIN, RAUL",76,S.D.C. RECESENDE,1187164
"ALDREY GONTAD, XIAN","MILLAN OCAMPO, JOSE ANTONIO",46,A.C.U.D. CAMPORRAPADO,1187164
"TABOADA SEIJO, ALEJANDRO","VIEITES BOUZON, MARTIN",53,A.C.U.D. CAMPORRAPADO,1187164
"SANMARTIN LAREO, MANUEL ANGEL","PEREIRAS PEREIRO, RAFAEL",58,A.C.U.D. CAMPORRAPADO,1187164
"VARELA SOUTO, OSCAR","PORTOS VILLAR, BORJA",57,SOCIEDADE DEPORTIVA O PINO,1187165
"VEIGA MENDEZ, DARIO","VILLAR VILLAR, IVAN",57,SOCIEDADE DEPORTIVA O PINO,1187165
"GOMES DA FONSECA, RODRIGO","VARELA LODEIRO, GABRIEL",65,SOCIEDADE DEPORTIVA O PINO,1187165
"MIGUEZ MEIJOMIL, MIGUEL","IGLESIAS QUINTEIRO, JOSE RAMON",59,C.D.BELVIS,1187165
"FERNANDEZ PEREZ, JESUS DE BELEN","RUZA VAZQUEZ, BRAIS",59,C.D.BELVIS,1187165
"RODRIGUEZ VILAS, BRAIS","FARIÑAS FREIRE, OSCAR",59,C.D.BELVIS,1187165
"FORTES OTERO, RAFAEL","VARELA MIRANDA, MATEO",46,C.D. SPORT TEAM ESTRADA,1187166
"CHEDAS DURAN, ALFONSO","FERNANDEZ GONZALEZ, IAGO JOSE",46,C.D. SPORT TEAM ESTRADA,1187166
"FIGUEIRAS GARCIA, PAULO","DA COSTA MORLAN, BRAIS",56,C.D. SPORT TEAM ESTRADA,1187166
"TARRIO MEJUTO, ANGEL","FERREIRO TORRES, BORJA",64,C.D. SPORT TEAM ESTRADA,1187166
"ULLA COSTA, RICARDO","LOPEZ PEDREIRA, SERGIO",64,C.D. SPORT TEAM ESTRADA,1187166
"CALVIÑO IGLESIAS, PABLO","NEIRA CARPINTEIRO, PABLO",52,U.D. VAL DO ULLA,1187166
"CANICOBA BERNARDEZ, BRAIS","FREIRIA LOPEZ, IGNACIO",52,U.D. VAL DO ULLA,1187166
"PAZ CARRACEDO, ANXO","RODRIGUEZ NUÑEZ, XABIER",52,U.D. VAL DO ULLA,1187166
"RAMOS CERNADAS, FRANCISCO J","BESADA REY, NICOLAS",63,U.D. VAL DO ULLA,1187166
"LANDEIRA GANDARA, FRANCISCO","TORRES TEIXEIRA, ALEXANDRE",68,U.D. VAL DO ULLA,1187166
"ARIAS GARCIA, SERGIO","POSE ANTELO, ALVARO",56,TRAZO C.F.,1187167
"FERREIRA PARENTE, RAUL","ARES BRENLLA, ALVARO",56,TRAZO C.F.,1187167
"CASTIÑEIRAS PICHEL, ALBERTO","NOYA BREA, ALVARO",67,TRAZO C.F.,1187167
"BECERRA VARELA, ESTEBAN","GARABATO RUIBAL, ANGEL",81,TRAZO C.F.,1187167
"MARTINEZ DE SANTIAGO, DIEGO","GOMEZ FERNANDEZ, SIMON",81,TRAZO C.F.,1187167
"FREIRIA LOPEZ, JORGE","LANDEIRA GANDARA, FRANCISCO",56,U.D. VAL DO ULLA,1187167
"SANCHEZ CARPINTEIRO, MIGUEL","ROMARÍS CAMPAÑA, ALBERTO",56,U.D. VAL DO ULLA,1187167
"RAMOS CERNADAS, FRANCISCO J","DIEGUEZ LOUREIRO, RAMIRO",66,U.D. VAL DO ULLA,1187167
"CERDEIRA OTERO, ANDRE","PAZ CARRACEDO, ANXO",79,U.D. VAL DO ULLA,1187167
"MERA SOUTO, ALEJANDRO","CANICOBA BERNARDEZ, BRAIS",79,U.D. VAL DO ULLA,1187167
"PARAFITA BOQUETE, ANGEL","PARAMA SUAREZ, DAVID RAFAEL",15,S.D. DUBRA B,1187168
"RODRIGUEZ LANDEIRA, SERGIO J","RODRIGUEZ FERNANDEZ, ADRIAN",56,S.D. DUBRA B,1187168
"PULLEIRO PEREZ, IVAN","BALEATO DOMINGUEZ, MARCO",56,S.D. DUBRA B,1187168
"RAMAS MUIÑO, YAGO","CERNADAS NOYA, LUCAS",76,S.D. DUBRA B,1187168
"FERNÁNDEZ VAL, PABLO","BERMUDEZ MALLO, ADEL",54,S.D. VILLESTRO,1187168
"VIDAL VALES, BORJA","PEREIRO MARTINEZ, PABLO",76,S.D. VILLESTRO,1187168
"SOTO PARCERO, DANIEL","DOMINGUEZ GARCIA, ADRIAN",40,S.D. CRUCES,1187169
"SANMARTIN GARCIA, MARCOS","OTERO IGLESIAS, OSCAR",65,S.D. CRUCES,1187169
"VAZQUEZ BALBOA, XURXO","KHALLOUK EL AMRANI, MOHAMED",65,S.D. CRUCES,1187169
"LYAGOUBI, MOHAMED AMINE","NUÑEZ RIO, PABLO",73,S.D. CRUCES,1187169
"PEREZ MARTINEZ, SAMUEL","RENDO GUITIAN, ALEXANDRE",46,C.D. SAN MAMED,1187169
"VAZQUEZ CASAIS, MANUEL","MACEIRA MATO, ALFONSO",58,C.D. SAN MAMED,1187169
"LOUZAO FERNANDEZ, MANUEL","CHAS BROCOS, IAGO SENEN",79,C.D. SAN MAMED,1187169
"CASAL ALVAREZ, DAVID","SENDE MALLO, DIEGO",88,C.D. SAN MAMED,1187169
"CARBALLAL MONTEAGUDO, SAUL","FARIÑA BRAVO, ADRIAN",29,S.D. CACHEIRAS,1187170
"ROMERO DURO, SANDRO","DA CONCEICAO ANTUNES, FELIPE MATHEUS",46,S.D. CACHEIRAS,1187170
"BALSA VARELA, ALBERTO","BOUZAS MOSQUERA, MANUEL",62,S.D. CACHEIRAS,1187170
"CUTRIN BRAÑA, MANUEL D","OTERO MATEOS, PABLO",73,S.D. CACHEIRAS,1187170
"CASTRELO FERNANDEZ, MIGUEL","GARCIA LOPEZ, ALEJANDRO",65,C.F. CIRE DE MELIDE,1187170
"GARCÍA LOPEZ, IVAN","PARRADO ROMERO, CARLOS",65,C.F. CIRE DE MELIDE,1187170
"PAMPIN VIZCAINO, MIGUEL","NOGUEIRA PORTAS, ADRIAN",67,C.F. CIRE DE MELIDE,1187170
"PAMPIN NOGUEROL, DANIEL","MOSTEIRO GARCIA, SERGIO",73,C.F. CIRE DE MELIDE,1187170
"FERNÁNDEZ GARCÍA, RUBÉN","SUAREZ PEON, DIEGO",54,C.F. SILLEDA,1187171
"ESPANTOSO LAMAS, RICARDO","PEREZ FERNANDEZ, NUNO",54,C.F. SILLEDA,1187171
"FERREIRO ESPANTOSO, DIEGO","CAMBEIRO COSTA, AIRAS",79,C.F. SILLEDA,1187171
"CURINI RODRÍGUEZ, ROBERTO","ESPIÑO RODRIGUEZ, AARON",79,C.F. SILLEDA,1187171
"DERKAOUI BOUH, AYOUB","RIVERO MONTOTO, NUNO",85,C.F. SILLEDA,1187171
"LAMAZARES CASERO, ALBERTO","CANGADO VILLAMARIN, CARLOS",54,RODEIRO C.F.,1187171
"GARCIA VENCE, JOSE MANUEL","CALVO DAFONTE, RAÚL",67,RODEIRO C.F.,1187171
"PENELA MONTOTO, CRISTIAN","ROMERO MONTOUTO, PABLO",85,RODEIRO C.F.,1187171
"VILLAMAYOR RIVADULLA, PEDRO","CUIÑA IGLESIAS, DANIEL",46,LAMELA C.F.,1187172
"LUGO PADIN, ESTEBAN","PORTELA RIVAS, XIAO",46,LAMELA C.F.,1187172
"ABONJO BOUZAS, ALEJANDRO","DOVAL GARCIA, ION",58,LAMELA C.F.,1187172
"SANIN CARBIA, ALBERTO","PEITEADO MOLEDO, SERGIO",58,LAMELA C.F.,1187172
"ESPIÑO CUIÑA, LOIS","RIOS ALCAIDE, JUAN MANUEL",63,LAMELA C.F.,1187172
"ALDREY MÍGUEZ, MANUEL","NUÑEZ BARRAL, DAVID",46,S.D.C. RECESENDE,1187172
"CEPEDA MENDOZA, ALEJANDRO","CALVO CUTRIN, RAUL",46,S.D.C. RECESENDE,1187172
"NOYA GOMEZ, DANIEL","NUÑEZ BARRAL, SEBASTIAN",64,S.D.C. RECESENDE,1187172
"JIMÉNEZ ALBARRAN, SERGIO","MARTINS TERRON, WAGNER RONALDO",64,S.D.C. RECESENDE,1187172
"TEMBRA SOUTO, SANTIAGO","MOIMENTA MOHAMMED, MIGUEL",83,S.D.C. RECESENDE,1187172
"VIEITES BOUZON, MARTIN","PEREIRAS PEREIRO, RAFAEL",46,A.C.U.D. CAMPORRAPADO,1187173
"GUERRERO NIEVES, FRANCISCO J","SANMARTIN LAREO, MANUEL ANGEL",46,A.C.U.D. CAMPORRAPADO,1187173
"FUENTES PARRA, DANIEL","VARELA SOUTO, OSCAR",60,SOCIEDADE DEPORTIVA O PINO,1187173
"GOMES DA FONSECA, RODRIGO","VARELA LODEIRO, GABRIEL",68,SOCIEDADE DEPORTIVA O PINO,1187173
"SUAREZ LISTE, OSCAR","CENDON GONZALEZ, JOSE",78,SOCIEDADE DEPORTIVA O PINO,1187173
"RIAL CHICO, DANIEL","GARCIA SENRA, DIEGO",78,SOCIEDADE DEPORTIVA O PINO,1187173
"RODRIGUEZ VILAS, BRAIS","RUZA VAZQUEZ, BRAIS",43,C.D.BELVIS,1187174
"IGLESIAS QUINTEIRO, JOSE RAMON","FERNANDEZ PEREZ, JESUS DE BELEN",59,C.D.BELVIS,1187174
"PROL BREA, DIEGO","RAMOS CASTRO, ANDRÉS",59,C.D.BELVIS,1187174
"FARIÑAS FREIRE, OSCAR","FRANCOS CREGO, JULIAN",76,C.D.BELVIS,1187174
"MIGUEZ MEIJOMIL, MIGUEL","VILLAVERDE SIXTO, BRAIS",76,C.D.BELVIS,1187174
"BARRUSO ARIAS, HUGO","GOMEZ CORA, ADRIAN",59,C.D. SPORT TEAM ESTRADA,1187174
"ULLA COSTA, RICARDO","CHEDAS DURAN, ALFONSO",59,C.D. SPORT TEAM ESTRADA,1187174
"TOUCEDA GOLDAR, MIGUEL","IGLESIAS PALLAS, FERNANDO",77,C.D. SPORT TEAM ESTRADA,1187174
"MIGUEZ VIDAL, DANIEL","FIGUEIRAS GARCIA, PAULO",88,C.D. SPORT TEAM ESTRADA,1187174
"VILLA MARIÑO, SERGIO","VIDAL VALES, BORJA",72,S.D. VILLESTRO,1187175
"CAMARA , BAKARI","LORENZO GARRIDO, JORGE",80,S.D. VILLESTRO,1187175
"DJAKITE , AMARA","PALACIOS AGRAFOJO, HUGO",80,S.D. VILLESTRO,1187175
"ARIAS GARCIA, SERGIO","ARES BRENLLA, ALVARO",46,TRAZO C.F.,1187175
"MARTINEZ DE SANTIAGO, DIEGO","CASTIÑEIRAS PICHEL, ALBERTO",58,TRAZO C.F.,1187175
"FERREIRA PARENTE, RAUL","POSE ANTELO, ALVARO",69,TRAZO C.F.,1187175
"CASTRO OTERO, SAMUEL","NIETO GESTO, CARLOS",85,TRAZO C.F.,1187175
"VAZQUEZ CASAIS, MANUEL","MACEIRA MATO, ALFONSO",46,C.D. SAN MAMED,1187176
"CASAL ALVAREZ, DAVID","CHAS BROCOS, IAGO SENEN",56,C.D. SAN MAMED,1187176
"BESTEIRO SAEZ, JAVIER","GARCIA FERNANDEZ, SERGIO",56,C.D. SAN MAMED,1187176
"LOUZAO FERNANDEZ, MANUEL","SOUTO RIAL, JOSE",67,C.D. SAN MAMED,1187176
"RODRIGUEZ FERNANDEZ, ADRIAN","BALEATO DOMINGUEZ, MARCO",46,S.D. DUBRA B,1187176
"RODRIGUEZ LANDEIRA, SERGIO J","CERNADAS NOYA, LUCAS",46,S.D. DUBRA B,1187176
"PULLEIRO PEREZ, IVAN","FORJAN GARCIA, ADRIAN",68,S.D. DUBRA B,1187176
"CASTRELO FERNANDEZ, MIGUEL","GARCIA LOPEZ, ALEJANDRO",46,C.F. CIRE DE MELIDE,1187177
"VAZQUEZ RAMOS, OMAR A","MONTERROSO GOMEZ, SERGIO",46,C.F. CIRE DE MELIDE,1187177
"PAMPIN NOGUEROL, DANIEL","PEREIRO SANCHEZ, DAVID",46,C.F. CIRE DE MELIDE,1187177
"VAZQUEZ NOVAS, MANUEL","GARCÍA LOPEZ, IVAN",57,C.F. CIRE DE MELIDE,1187177
"SANTISO TORREIRO, RICARDO","FERNANDEZ REBOREDO, JUAN",60,S.D. CRUCES,1187177
"LAREU REY, LUCAS","LYAGOUBI, MOHAMED AMINE",60,S.D. CRUCES,1187177
"SANTISO PENAS, XOEL","OTERO IGLESIAS, OSCAR",64,S.D. CRUCES,1187177
"PEITEADO SALGUEIRO, IVAN","DOMINGUEZ VAZQUEZ, CRISTIAN",80,S.D. CRUCES,1187177
"PENELA MONTOTO, CRISTIAN","ROMERO MONTOUTO, PABLO",82,RODEIRO C.F.,1187178
"GARCIA VENCE, JOSE MANUEL","CANGADO VILLAMARIN, CARLOS",82,RODEIRO C.F.,1187178
"OTERO MATEOS, PABLO","ROMERO DURO, SANDRO",46,S.D. CACHEIRAS,1187178
"FERNANDEZ NOGUEIRA, MANUEL","JIMENEZ BERTUA, FRANCISCO J",46,S.D. CACHEIRAS,1187178
"MARTINEZ RODRIGUEZ, JOSE EMILIO","BOUZAS MOSQUERA, MANUEL",66,S.D. CACHEIRAS,1187178
"DA CONCEICAO ANTUNES, FELIPE MATHEUS","VAAMONDE CALVIÑO, MANUEL",77,S.D. CACHEIRAS,1187178
"DOSUNA SOUTO, BRAIS","CARBALLAL MONTEAGUDO, SAUL",77,S.D. CACHEIRAS,1187178
"VILAS CONSTANTINO, ADRIAN","NOYA GOMEZ, DANIEL",61,S.D.C. RECESENDE,1187179
"PEÑA PENALTA, IKER","PICANS REY, HUGO",46,C.F. SILLEDA,1187179
"DERKAOUI BOUH, AYOUB","JAR PENIDO, ALVARO",67,C.F. SILLEDA,1187179
"FONTAO SANTORUM, ADRIAN","ESPIÑO RODRIGUEZ, AARON",79,C.F. SILLEDA,1187179
"MAESTRE CALVO, DAVID RAFAEL","GOMES TAVARES, RAFAEL ANDRE",60,SOCIEDADE DEPORTIVA O PINO,1187180
"GOMES DA FONSECA, RODRIGO","VAZQUEZ CORRAL, JORGE",73,SOCIEDADE DEPORTIVA O PINO,1187180
"GARCIA CARRERA, MANUEL","LÓPEZ PÉREZ, ALBERTO",46,LAMELA C.F.,1187180
"CANABAL DE LA FUENTE, CRISTIAN","ABONJO BOUZAS, ALEJANDRO",55,LAMELA C.F.,1187180
"GOMEZ SANTISO, ALEJANDRO","RIVEIRA MURCIA, HUGO",55,LAMELA C.F.,1187180
"PORTELA RIVAS, XIAO","RIOS ALCAIDE, JUAN MANUEL",60,LAMELA C.F.,1187180
"LUGO PADIN, ESTEBAN","AGUIAR RODRIGUEZ, JULIAN",76,LAMELA C.F.,1187180
"GOMEZ CORA, ADRIAN","FIGUEIRAS GARCIA, PAULO",18,C.D. SPORT TEAM ESTRADA,1187181
"TARRIO MEJUTO, ANGEL","FERREIRO TORRES, BORJA",68,C.D. SPORT TEAM ESTRADA,1187181
"GOMEZ LOPEZ, EZEQUIEL","FERNANDEZ GONZALEZ, IAGO JOSE",68,C.D. SPORT TEAM ESTRADA,1187181
"IGLESIAS PALLAS, FERNANDO","FORTES OTERO, RAFAEL",71,C.D. SPORT TEAM ESTRADA,1187181
"CHEDAS DURAN, ALFONSO","BARRUSO ARIAS, HUGO",71,C.D. SPORT TEAM ESTRADA,1187181
"PAJARO BARRAN, DANIEL","MÍGUEZ SANMARTÍN, MIGUEL",15,A.C.U.D. CAMPORRAPADO,1187181
"TABOADA SEIJO, ALEJANDRO","VIEITES BOUZON, MARTIN",73,A.C.U.D. CAMPORRAPADO,1187181
"RAMOS REY, NOEL","MILLAN OCAMPO, JOSE ANTONIO",78,A.C.U.D. CAMPORRAPADO,1187181
"RAMOS CERNADAS, FRANCISCO J","SANCHEZ CARPINTEIRO, MIGUEL",50,U.D. VAL DO ULLA,1187182
"CANICOBA BERNARDEZ, BRAIS","DIEGUEZ LOUREIRO, RAMIRO",50,U.D. VAL DO ULLA,1187182
"LANDEIRA GANDARA, FRANCISCO","CASAL REBOLO, PEDRO J",68,U.D. VAL DO ULLA,1187182
"MERA SOUTO, ALEJANDRO","BESADA REY, NICOLAS",68,U.D. VAL DO ULLA,1187182
"CERDEIRA OTERO, ANDRE","TAIBO MERA, FRANCISCO",73,U.D. VAL DO ULLA,1187182
"FARIÑAS FREIRE, OSCAR","MIGUEZ MEIJOMIL, MIGUEL",46,C.D.BELVIS,1187182
"FERNANDEZ PEREZ, JESUS DE BELEN","VILLAVERDE SIXTO, BRAIS",46,C.D.BELVIS,1187182
